,title,description,release_year,runtime,genres,production_countries,imdb_score
870,The Soul,wang shicong chairman famous group die tragic home prosecutor liang wenchao wife abang learn investig deceas longterm partner dr wan exwif son wang tianyou young newlyw wife li yan even dead exwif suspect intric connect clue gradual surfac gradual discov rich amaz secret hidden behind murder,2021,130,"['scifi', 'thriller', 'drama']","['TW', 'CN']",6.6
871,"Sing, Dance, Act: Kabuki featuring Toma Ikuta",august  ikuta tri new kabuki perform first time join final season independ kabuki stage seri call “idomu challeng led kabuki actor matsuya ono toma ikuta matsuya ono classmat back high school close friend high school day two promis would stand stage day final stage ono produc kabuki stage seri ikuta star special guest first ever time new kabuki akado suzunosuk play role tatsumaki rainoshin documentari follow ikuta challeng new kabuki friendship matsuya ono,2022,87,['documentation'],[],6.9
872,40 Love,beek  yearold statist wiz believ moneyballesqu skill help rise tenni star loi kuzenkova win us open,2021,98,['comedy'],"['MX', 'US']",
873,And Tomorrow the Entire World,luisa  law student join cell antifa group friend alfa lenor get know upcom attack plan local neonazi gang tri find three youngster delv deeper scene link rightw movement polit connect point understand much will go order defend belief,2021,111,"['romance', 'crime', 'drama']","['FR', 'DE']",6.0
874,One,stori kadakk chandran chief minist kerala whose uncompromis attitud toward corrupt dictatori action gain lot enemi event get intens face alleg,2021,150,"['drama', 'thriller']",['IN'],6.5
875,Major Grom: Plague Doctor,igor grom skill policeman st petersburg known dare natur uncompromis attitud toward crimin kind incred strength analyt mind integr – qualiti make major grom perfect policeman work tireless alway push meet challeng stand way,2021,136,"['action', 'crime']",['RU'],6.3
876,Anne+,twentysometh lesbian univers graduat amsterdam prepar leav montreal meanwhil navig social life write carreer,2021,94,['drama'],['NL'],6.0
877,Ajeeb Daastaans,four short explor surpris way unexpect catalyst inflam uncomfort emot simmer fractur relationship,2021,142,"['drama', 'romance']",['IN'],6.7
878,Dynasty Warriors,turbul late eastern han dynasti ambiti dong zhuo control court commonalti hero countri begin rise,2021,118,"['action', 'fantasy']","['NZ', 'HK']",4.7
879,"Barbie: Big City, Big Dreams",barbi swap sunni shore malibu bright light broadway attend excus summer perform art program meets…barbi  fast friend two discov share name explor new york citi amaz thing common  compet covet onceinalifetim spotlight solo time squar friend discov competit isn't win it strive best overcom doubt share spotlight,2021,62,"['animation', 'music', 'family']",['US'],5.7
880,Roohi,roohi set fiction town north india film revolv around two smalltown boy bhaura kattanni stuck forest roohi there insidi spirit follow feet turn backward,2021,134,"['comedy', 'horror']",['IN'],4.3
881,Crazy About Her,magic night togeth adri voluntarili turn psychiatr institut carla live,2021,102,"['romance', 'comedy']",['ES'],6.6
882,Confessions of an Invisible Girl,clever sociallyawkward tetê join new school shell anyth fit queen bee among classmat idea,2021,91,"['comedy', 'drama']",['BR'],5.2
883,Doctor,armi doctor help love interest famili find kidnap daughter,2021,150,"['action', 'comedy', 'thriller', 'crime']",['IN'],7.5
884,Battle: Freestyle,amali mikael lead street danc team final franc tough competit person distract threaten ruin dream,2022,88,"['drama', 'music', 'romance']",['NO'],4.3
885,Theo Von: Regular People,theo von share stori memor childhood friend offer tip effect avoid work recount time tri play matchmak hometown,2021,61,['comedy'],['US'],5.1
886,Octonauts: The Ring of Fire,film adventur volcano erupt sudden sudden awaken pacif ocean floor hundr volcano compos ring fire sudden event quick turn global catastroph  volcan cluster erupt en mass threaten horn whale wash ashor tsunami cap penguin live volcan island equip small column mainten station food plant plant fish marin farm mention plant anim live crater year year,2021,72,['animation'],"['CN', 'GB']",6.4
887,Chris Rock Total Blackout: The Tamborine Extended Cut,extend cut  special chris rock take stage special fill sear observ fatherhood infidel polit,2021,97,['comedy'],[],7.1
888,Montford: The Chickasaw Rancher,chickasaw man surviv great hardship tragedi establish vast ranch empir along famous cattl highway american west,2021,96,"['western', 'drama', 'history']",['US'],6.6
889,Red,civil engin siddharth arrest murder basi pictori evid cop discov lookalik aditya realiz  hour solv case,2021,146,"['thriller', 'crime', 'drama']",['IN'],
890,Creating The Queen's Gambit,fascin charact exquisit set wig everi era star creator crew reveal hit seri chess prodigi came life,2021,14,['documentation'],['US'],6.9
891,Nayattu,three polic offic forc go run get tangl death youth day elect,2021,124,"['thriller', 'drama', 'crime']",['IN'],8.1
892,Ghost in the Shell: SAC_2045 Sustainable War,year  econom disast known synchron global default rapid develop ai propel world enter state sustain war howev public awar threat ai toward human race  compil film newli ad footag,2021,118,"['action', 'scifi', 'animation']",['JP'],
893,Hey! Sinamika,wife feel suffoc husband incess attent hire psychologist make fall love separ,2022,150,"['drama', 'romance']",['IN'],6.0
894,Christina P: Mom Genes,comedian christina p examin joy drag parent partner nononsens genx len special,2022,62,"['comedy', 'documentation']",[],5.8
895,Memories of a Murderer: The Nilsen Tapes,serial killer denni nilsen narrat life horrif crime via seri chill audiotap record jail cell,2021,84,"['documentation', 'crime']",['GB'],6.3
896,Heroes: Silence and Rock & Roll,explor rise héroe del silencio semin  spanish rock band anchor enriqu bunburi,2021,94,"['documentation', 'music']",['ES'],7.5
897,My Little Pony: A New Generation: Sing-Along,,2022,90,[],[],
898,Phil Wang: Philly Philly Wang Wang,phil wang explor race romanc polit mix britishmalaysian heritag special film london palladium,2021,63,['comedy'],['GB'],6.1
899,Three Songs for Benazir,stori shaista young man who—newli marri benazir live camp displac person kabul—struggl balanc dream first tribe join afghan nation armi respons start famili even shaista love benazir palpabl choic must make build life profound consequ,2021,22,['drama'],['AF'],7.7
900,"Strip Down, Rise Up",featur documentari follow women walk life age ethnic background shed trauma bodi imag shame sexual abus issu lock bodi embark journey reclaim film also give rare window world pole artistri express,2021,112,['documentation'],['US'],5.2
901,This Little Love of Mine,laura price success san francisco lawyer cusp promot – far cri childhood grow tropic island best friend chip gem firm biggest client – chip grandfath – ask laura travel island deliv contract make chip heir leav behind practic fiancé owen convinc childhood friend sign contract make billionair,2021,91,"['romance', 'comedy']",['AU'],5.3
902,Bright: Samurai Soul,izo ronin raiden orc work bring young elf girl wand carri land elv north,2021,80,"['fantasy', 'thriller', 'animation', 'action']",['JP'],5.5
903,Last Summer,deniz  teenag summer differ other deniz goe famili summer hous everi year fall love young girl name aslı tri get closer aslı deniz realiz handsom young man burak also like aslı,2021,101,"['drama', 'romance']",['TR'],6.3
904,40 Years Young,turn  césar invit culinari contest cancún bitter discoveri threaten destroy famili well chanc win competit,2022,81,['comedy'],['MX'],4.3
905,Red Dot,hike trip rekindl marriag coupl find flee live unforgiv wilder unknown shooter,2021,86,"['thriller', 'horror', 'drama']",['SE'],5.5
906,Black Island,dark secret seem peac island threaten swallow orphan student grow close mysteri new teacher,2021,105,"['thriller', 'drama']",['DE'],5.2
907,Love Tactics,ad execut fashion designerblogg dont believ love place bet make fall head heel  unusu tactic,2022,97,"['comedy', 'romance']",['TR'],5.2
908,Yuri Marçal: Honest Mistake,share uniqu view famili race religion detail onlin rift blew brazilian comedian yuri marçal isnt hold back,2022,59,"['comedy', 'documentation']",[],6.1
909,Bridgerton - The Afterparty,bridgerton cast member share behindthescen stori hit show plus comedian nikki glaser break costum drama sexiest moment,2021,38,[],['US'],
910,Paper Lives,street istanbul ail wast warehous worker mehmet take small boy wing must soon confront traumat childhood,2021,96,['drama'],['TR'],6.6
911,The Women and the Murderer,documentari trace captur serial killer guy georg tireless work two women polic chief victim mother,2021,92,"['documentation', 'crime']",['FR'],6.4
912,Resort to Love,aspir pop star erica end entertain exfiancé wed reluct take gig luxuri island resort wake music career meltdown,2021,101,"['romance', 'comedy']",['US'],5.7
913,7 Yards: The Chris Norton Story,documentari inspir overcom took chris norton  year walk bride  yard aisl lifealt footbal tackl,2021,93,['documentation'],['US'],7.8
914,UFO,aspir musician student deniz fall roughhewn motorbik racer tragedi famili opposit obstruct path love,2022,109,"['drama', 'romance', 'documentation']",['TR'],4.7
915,Below Zero,lone road prison transport brutal assault martin policeman drive surviv fortifi posit con men search way finish,2021,106,"['action', 'crime', 'thriller', 'horror', 'drama']",['ES'],6.2
916,Child of Kamiari Month,stori  girl kanna born descend god famili mission deliv offer japan god gather izumo although kanna mother complet mission pass prompt kanna finish task hope could reunit dead mother god land end journey,2021,99,"['fantasy', 'animation', 'drama', 'family']",['JP'],5.8
917,The Secret Diary of an Exchange Student,two best friend embark lifechang adventur abroad exchang student,2021,96,"['comedy', 'romance']",['BR'],5.3
918,Making Malinche: A Documentary by Nacho Cano,join creativ process behind nacho cano new music base love stori malinch hernán corté merg two world,2021,89,"['documentation', 'music']",[],5.1
919,Hate by Dani Rovira,uncensor monologu dani rovira today societi,2021,82,['comedy'],['ES'],6.7
920,The Yin Yang Master,world verg devast war monster come retriev scale stone yin yang master qingm life danger travel differ world prepar upcom assault journey qingm find key calam embrac hybrid ident human monster,2021,113,"['romance', 'drama']",['CN'],
921,American Girl,uproot los angel mother stricken breast cancer thirteen year old fen struggl adjust life taipei fen navig way school reconnect longsepar father turbul bond mother worsen fen drift away mother seri rebelli act younger sister misdiagnos sar push fen mother toward heat longgest confront,2021,101,"['drama', 'family']",['TW'],7.1
922,Etharkkum Thunindhavan,lawyer turn judg juri execution goe gang led minist son threaten women video,2022,151,"['thriller', 'action', 'crime', 'drama']",['IN'],6.6
923,Man in Love,acheng collect debt gangster doesnt skimp violenc also merci deserv crush haot daughter one debtor know underworld embark clumsi primit courtship includ reduc girl debt exchang piti date haot catch glimps good cloud melodrama thicken acheng forc come term real natur work,2021,115,"['romance', 'drama']",['TW'],6.9
924,Dasvi,jail tough cop uneduc politician decid spend time studi high school scheme wife plan,2022,125,"['comedy', 'drama']",['IN'],7.4
925,JJ+E,elisabeth johnjohn live citi inhabit differ world,2021,90,"['drama', 'romance']",['SE'],5.3
926,The Hand of God: Through the Eyes of Sorrentino,director paolo sorrentino return napl hometown reflect youth exclus tour locat “the hand god”,2021,8,['documentation'],['IT'],7.1
927,Prime Time,last day   sebastian lock tv studio two hostag gun import messag world stori attack explor rebel extrem measur last resort,2021,93,"['thriller', 'drama']",['PL'],5.2
928,Caught by a Wave,summer fling born sicilian sun quick develop heartbreak love stori forc boy girl grow quick,2021,99,"['romance', 'drama', 'sport']",['IT'],5.7
929,Honey Girls,mega pop star fanci g host contest find next big solo artist young contest realiz better togeth secret form band call honey girl becom huge hit cloak mysteri,2021,90,"['family', 'music', 'comedy']",['US'],4.7
930,Mishan Impossible,three littl kid vadamalapeta want hunt dawood ibrahim claim prize money investig report sidekick want bring child traffick nexus motley crew cross path,2022,129,"['thriller', 'comedy', 'drama', 'action']",['IN'],6.8
931,Spoiled Brats,millionair want help spoil children better peopl trick pretend famili lost fortun entitl young peopl reli,2021,95,['comedy'],['FR'],6.1
932,Uppena,aasi love bebamma sinc childhood father rayanam threaten form chasm lover,2021,147,['drama'],['IN'],
933,Xtreme,two year murder son father retir hitman set motion care craft reveng plan killer brother,2021,111,"['action', 'crime', 'drama', 'thriller', 'fantasy']",['ES'],5.8
934,The Four of Us,partner swap experi take turn four friend arriv remot beach hut face fallout purg deeper truth,2021,88,"['romance', 'drama', 'comedy']",['DE'],5.3
935,Latte and the Magic Waterstone,greedi bear steal magic stone keep forest water brave hedgehog timid squirrel must work togeth retriev,2022,82,"['animation', 'comedy', 'family', 'european']","['BE', 'DE']",5.6
936,Thalaivii,biopic chart life actorturnedchief minist j jayalalitha relationship pave rapid yet complic path power serv five term chief minist indian state tamil nadu,2021,153,['drama'],['IN'],5.9
937,Squared Love,celebr journalist renown woman start rethink life choic fall mysteri model lead doubl life,2021,102,"['comedy', 'romance']",['PL'],5.1
938,Why Did You Kill Me?,line justic reveng blur devast famili use social media track peopl kill  crystal theobald,2021,83,"['crime', 'documentation']",['US'],5.6
939,Security,assault young woman seasid town secur expert famili get caught power riptid secret lie,2021,118,['thriller'],['IT'],4.9
940,Nail Bomber: Manhunt,documentari examin  london bomb target black bangladeshi gay communiti race find farright perpetr terror citi seek ignit race war justic serv wouldnt let hate win,2021,72,"['crime', 'history', 'documentation']",['GB'],6.3
941,Arlo the Alligator Boy,young humanoid allig travel big citi hope reunit estrang father meet color cast charact along way,2021,90,"['animation', 'comedy', 'family']",['US'],6.4
942,The Photographer: Murder in Pinamar,murder photograph josé lui cabeza summer  deepli shake argentina end reveal mafia scheme polit econom power  appear involv,2022,105,"['documentation', 'crime']",['AR'],6.7
943,The Last Paradiso, itali farmer dream improv worker live condit collaps fall landown daughter base true event,2021,107,"['drama', 'romance']",['IT'],5.6
944,Cobra Kai - The Afterparty,ralph macchio william zabka cobra kai cast drop chat season  spoiler ahead follow bill burr f famili,2021,34,[],['US'],
945,The Father Who Moves Mountains,mircea former intellig offic find son gone miss mountain travel find day search mircea put rescu team togeth lead conflict local squad,2021,108,"['thriller', 'drama']","['SE', 'RO']",5.5
946,Forever Out of My League,marta may orphan may affect lethal ill yet posit person one meet want boy fall boy  handsom one day may found match,2022,104,"['romance', 'comedy', 'drama']",['IT'],5.3
947,Hand Rolled Cigarette,retir british chines soldier young south asian man encount chungk mansion  coincident offend gang boss given new leas life rediscov other company…,2021,100,['thriller'],['HK'],
948,Monster Hunter: Legends of the Guild,world human fearsom monster live uneasi balanc young hunter aiden fight save villag destruct dragon,2021,58,"['fantasy', 'animation', 'action']",['US'],
949,Homunculus,homeless man meet medic school student pay volunt surgic procedur known trepan drill hole skull end give abil communic dark side peopl subconsci mind,2021,119,"['thriller', 'drama', 'fantasy']",['JP'],5.5
950,Searching for Sheela,journalist fan await anand sheela infam former rajneesh commune spokesperson return india decad interview tour,2021,58,"['documentation', 'crime']",['IN'],4.3
951,Carnaval,breakup influenc take friend free trip bahia vibrant carniv learn life social media like,2021,94,['comedy'],['BR'],4.0
952,Barbie & Chelsea: The Lost Birthday,enjoy highsea thrill barbi chelsea rest robert famili set sail adventur cruis  barbi  chelsea lost birthday tell stori chelsea barbi precoci youngest sister rest robert famili set sail adventur cruis seventh birthday cross intern date line chelsea discov actual birthday lost embark fantast journey enchant jungl island order save,2021,60,['animation'],['US'],
953,All About Gila,popular spanish comedian take stage — pick phone — honor esteem miguel gila recreat belov standup perform,2022,76,['comedy'],[],4.2
954,Cinema Bandi,struggl rickshaw driver life take rollick turn come upon expens camera decid make film fellow villag,2021,98,"['drama', 'comedy']",['IN'],7.9
955,Behind the Scenes With Jane Campion,get rare glimps creativ process academi awardwin filmmak jane campion share memori make power dog,2022,17,['documentation'],['US'],
956,Just Say Yes,incur romant lott life upend plan pictureperfect wed unraveljust selfabsorb sister get engag,2021,97,"['comedy', 'romance']",['NL'],4.5
957,A Family,stori yakuza famili   kenji yamamoto father die use stimul drug life fell desper kenji yamamoto join crime syndic meet gang boss hiroshi shibasaki hiroshi shibasaki reach kenji yamamoto develop relationship like father son time pass kenji yamamoto famili,2021,136,"['crime', 'drama']",['JP'],7.0
958,Baggio: The Divine Ponytail,biograph film italian footbal roberto baggio man inspir entir generat play footbal uniqu footbal capabl thrill fan world,2021,91,"['sport', 'drama']",['IT'],6.1
959,Asakusa Kid, takeshi kitano drop univers enter asakusa franc za perform theater becom apprentic senzaburo fukami legendari entertain senzaburo fukami demand takeshi kitano keep mindset entertain stage also daili life takeshi kitano cultiv dream becom entertain apprentic due popular tv peopl attend theater less less takeshi kitano spend youth day senzaburo fukami apprentic full talent uniqu person,2021,123,['drama'],['JP'],7.1
960,Sex: Unzipped,rap superstar saweeti host celebr sexual health posit help expert educ candid standup uninhibit puppet,2021,59,"['comedy', 'documentation']",['US'],2.5
961,Broken Idol: The Undoing of Diomedes Díaz,documentari chronicl diomed díaz rise one colombia icon singer downfal accus kill fan,2022,102,"['documentation', 'crime']",['CO'],6.3
962,This Is Not a Comedy,comedian find new mean life best friend ask sperm donor meet girl connect cosmos,2021,105,"['comedy', 'drama']",['MX'],4.9
963,Camp Confidential: America's Secret Nazis,camp confidenti america secret nazi documentari short featur anim  focus stori top secret pow camp classifi  decad midst wwii group young jewish refuge assign guard top secret pow camp near washington dc jewish soldier soon discov prison hitler top scientist  start intellig mission gather inform nazi soon get shock twist jewish soldier task differ mission altogeth mission would question moral valu  expos dark secret america past,2021,34,"['documentation', 'animation', 'history']",['US'],6.3
964,137 Shots,documentari law enforc face scrutini american demand justic polic violenc claim multipl black live cleveland,2021,104,"['documentation', 'crime']",[],6.2
965,Toolsidas Junior,young boy seek master game snooker defend father legaci humili loss first he'll need help harden pro,2022,130,"['drama', 'family', 'sport']",['IN'],7.5
966,Accomplice,it moment timestamp brain mayb birthday gift perhap save paycheck paycheck final purchas one howev met first bicycl pedal stroke came afterward hook onto someth intang adventur connect freedom produc unreal director trail end come accomplic homag crazi adventur crazier comrad result finest sidekick surfac accomplic take mind blow locat across globe world top rider beyond teton graviti research latest film celebr bicycl mode transport  it vehicl human spirit,2021,52,['documentation'],"['US', 'IL']",7.2
967,Swallow,set  tolani ajao bank secretari lago find persuad friend rose adamson enter world drug traffick,2021,128,"['drama', 'thriller', 'history']",[],3.5
968,Jagame Thandhiram,clever carefre gangster recruit help oversea crime lord take rival caught guard moral dilemma follow,2021,158,"['comedy', 'crime', 'action', 'drama', 'thriller']","['GB', 'IN']",5.8
969,Mike Epps: Indiana Mike,film walker theatr hometown indianapoli audienc includ mayor indiana pacer crimin lawyer sinc  mike epp return third hourlong netflix comedi special epp exclaim love indiana parent legaci much,2022,58,"['comedy', 'documentation']",[],4.2
970,Get the Grift,botch scam clóvis bump lohan estrang foster sister bind soon realiz way band togeth,2021,94,"['crime', 'comedy']",['BR'],5.3
971,How I Fell in Love with a Gangster,mysteri woman recount rise fall nikodem nikoś skotarczak one biggest gangster poland histori inspir true stori,2022,179,"['drama', 'crime']",['PL'],6.0
972,Ms. Pat: Y'all Wanna Hear Something Crazy?,ms pat find laughter absurd parent pet lover unfortun lip trend unpack pain past humor honesti,2022,54,['comedy'],['US'],5.9
973,Chandigarh Kare Aashiqui,manu bodybuild chandigarh india fall love maanvi zumba teacher seem well revel caus turmoil love stori,2021,117,"['romance', 'comedy', 'crime', 'drama']",['IN'],6.8
974,Whindersson Nunes: My Own Show!,comedian whindersson nune bring quirki imperson streetwis take differ cultur histor stage teatro amazona,2022,63,"['comedy', 'documentation']",['BR'],7.0
975,Emicida AmarElo Live in Sao Paulo,beat avantgard eclect rhythm brazilian rapper emicida perform hit album amarelo são paulo municip theater,2021,99,"['documentation', 'music']",['BR'],7.6
976,"Crack: Cocaine, Corruption & Conspiracy",cheap power drug emerg recess ignit moral panic fuel racism  explor complex histori crack ,2021,89,"['documentation', 'crime', 'history']",['US'],6.7
977,Get the Goat,bruceuili policeman countrysid assign rescu celestina goat consid heritag small citi travel são paulo meet polic clerk trindad decid ventur field even though specialti,2021,105,"['comedy', 'action', 'crime']",['BR'],6.0
978,Autumn Girl,polish film music icon kalina jedrusik scandal freespirit sex symbol fight independ prude societi ,2021,105,"['drama', 'romance']",['PL'],5.4
979,Heart Shot,teenag nikki sam love plan futur togeth — nikki danger past return threaten everyth,2022,18,['romance'],[],
980,Hold Your Breath: The Ice Dive,follow free diver johanna nordblad documentari attempt break world record distanc travel ice one breath,2022,40,['documentation'],[],
981,Time,famous quick blade retir assassin longer earn live cutthroat skill summon partner chauffeur carri special mission – fullfil wish old peopl look kill commiss young girl desert parent lover “elder angel” squad find arrest way complet task,2021,98,"['comedy', 'drama']",['HK'],
982,New Gods: Nezha Reborn,three thousand year ago world turmoil great calam befel man god howev dragon satisfi grudg nezha li yunxiang spirit nezha cannot escap fate kill dragon east china sea stake li yunxiang abl fight alongsid nezha spirit becom hero dragon peopl east china sea save,2021,116,"['animation', 'action', 'fantasy']",['CN'],6.8
983,Sweet & Sour,face realworld opportun challeng coupl endur high low tri make longdist relationship surviv,2021,102,"['comedy', 'romance']",['KR'],6.7
984,Donkeyhead,mona fail writer carv life isol care ail sikh father debilit stroke three success sibl show doorstep determin take control situat,2022,106,['drama'],[],6.1
985,The Guide to the Perfect Family,coupl québec deal pitfal pressur high expect rais kid societi obsess success social media imag,2021,102,"['comedy', 'drama']",['CA'],6.4
986,The Wonderful: Stories from the Space Station,unusu circumst scientist differ countri work togeth achiev common scientif goal lock spin space lab isol world — famili friend  watch outsid life earth continu without space station monument weak human also abil imposs sake life space,2021,129,['documentation'],['US'],
987,Today We Fix the World,david samara el griego general produc popular talk show hoy se arregla el mundo suppos ordinari peopl resolv relationship coupl friendship work parent child conflict endur bond life benito  son fruit casual relationship stori chang complet learn benito son search real dad lead crossroad much bigger one set face,2022,113,"['comedy', 'drama']",['AR'],6.2
988,The Characters of the Continent,cast creator guid explor world elv dwarv mage witcher behindthescen footag interview,2021,9,['documentation'],['US'],6.6
989,Irul,dark raini night empti hous strand coupl unknown man sleek game cat mous start play three find dead bodi basement,2021,91,['thriller'],['IN'],5.8
990,The Door Into Summer,inventor robot technolog rob girlfriend busi partner sent futur via cryogen sleep awak  year later assist humanoid robot origin creation,2021,118,['scifi'],[],6.3
991,One Night in Paris,allstar group french comic make joy return stage perform icon club like le fridg barb jamel comedi club,2021,64,['comedy'],['FR'],4.5
992,Chris Distefano: Speshy Weshy,fuel six martini soldout crowd comedian chris distefano talk get yell social media wait dad die,2022,36,['comedy'],[],6.4
993,Haseen Dillruba,investig suspect husband murder wife reveal detail thorni marriag seem blur truth,2021,135,"['romance', 'thriller', 'crime', 'drama']",['IN'],6.9
994,Night Drive,young coupl work drive meet accid leav triangl cop investig accid corrupt polit hegemoni pursuit,2022,118,"['thriller', 'drama']",['IN'],
995,Kuthiraivaal,alcohol bank employe freud  chennai solv strang mysteri wake one morn hors tail figur mysteri behind hors tail embark journey dream illus memori encount sever peculiar charact transient woman van gogh take us time dawn broke tree mountain hous stone meanwhil brutal murder ident victim perpetr riddl,2021,125,['drama'],['IN'],5.6
996,Only You,manilabas real estat broker dee return bulusan sorsogon grandmoth dulc  birthday reacquaint past schoolmat edong seem unambiti simplemind coconut farmer start wrong foot soon get know mutual admir gradual turn love,2021,110,"['comedy', 'romance', 'drama']",['PH'],6.5
997,Godspeed,exarmi captain travel dalyan stop friend belov marri anoth man grief trauma combat tragedi mar journey,2022,119,['drama'],['TR'],6.5
998,Mommy Issues,“mommi issues” revolv around ella pokwang hardwork singl mother devot life daughter katya sue zealous protect daughter lead conflict thank grandmoth fenni gloria diaz blow quirki fun way help bridg gap love one,2021,89,['comedy'],['PH'],5.4
999,Dancing Queens,stori dylan pettersson  girl small island swedish archipelago big danc aspir,2021,110,"['drama', 'comedy']",['SE'],5.6
1000,Double Dad,mom away teen sneak hippi commune live embark lifechang adventur discov father,2021,103,"['comedy', 'drama', 'family']",['BR'],5.6
1001,Into the Wind,graduat prestigi high school warsaw enter medicin london work kitesurf instructor seasid thank combin earn money passion meet hel unusu charm boy make girl exceed limit enter complet unknown world kitesurf music fun feel aris pleas famili friend ania michal relationship strong enough overcom advers becom holiday love,2022,108,"['comedy', 'drama', 'romance', 'sport']",['PL'],5.2
1002,A California Christmas: City Lights,follow calli joseph one year fell love run dairi farm wineri romanc threaten busi famili oblig call joseph back citi,2021,105,"['comedy', 'drama', 'romance']",['US'],5.5
1003,Breaded Life,irrespons young man conflict mother wake one day surpris noon know recogn except local bread hawker,2021,120,"['comedy', 'drama', 'fantasy']",['NG'],7.7
1004,Animals on the Loose: A You vs. Wild Interactive Movie,there power outag safari reserv bear gryll call need help situat dire escap lion head nearbi villag baboon broken free go toward sea cliff power must restor anim escap,2021,45,"['action', 'reality']",[],5.8
1005,Amandla,amandla antiapartheid resist slogan mean power apartheid south africa still full forc  two brother impi nkosana grew farm son servant white owner liber peopl arent particular racial segreg black african relat good even tender love bond develop impi blond daughter elizabeth guard neighbor farmer come visit three racist upstart boer arriv farm one day tragic incid occur terribl consequ two zulu boy sever year surviv childhood tragedi grown brother find oppos side law one gangster polic offic heinous gang crime test loyalti one anoth,2022,106,"['drama', 'crime']","['CA', 'ZA']",5.5
1006,Wish You,sing dream togeth talent singersongwrit sameag keyboardist add harmoni love other live,2021,101,"['drama', 'romance', 'music']",['KR'],6.4
1007,Father Christmas Is Back,four sister – carolin joanna paulina vicki – reunit christma holiday yorkshir mansion howev estrang father jame join first time sinc left famili behind decad prior group attempt get holiday despit comed misunderstand also uncov longburi secret tore famili apart mani year ago,2021,104,['comedy'],['GB'],4.5
1008,Lady Boss: The Jackie Collins Story, jacki collin publish first novel world full marri men remark success immedi scandal next decad collin would go build empir write book femal agenc came first jacki collin women unapologet need sexual desir devot reader collin becam symbol effortless power defin heroin,2021,96,['documentation'],"['GB', 'US']",6.8
1009,Meskina,moroccandutch singl thirtysometh seen meskina pitycas famili despar want coupl,2021,98,"['comedy', 'romance']",['NL'],5.6
1010,Madame Claude,pari late  madam claud head flourish busi dedic prostitut give power french polit crimin world end empir closer think,2021,112,"['crime', 'drama', 'romance']",['FR'],5.4
1011,In for a Murder,magda long ago abandon career sake famili live podkowa lesna near warsaw one even accident discov bodi murder woman park deceas wshape pendant around neck  ident one belong longlost friend weronika background murder famous name businessman candid senat offici investig conduct commission jacek sikora magda former friend love sinc biggest challeng far bicycl thiev corps park far beyond magda compuls crime fiction reader begin investig trail murder unravel mysteri path cross mani time handsom veterinarian also appear horizon,2021,105,"['comedy', 'thriller', 'drama', 'crime', 'scifi']",['PL'],5.3
1012,Forgive Us Our Trespasses, germani disabl farm boy pursu nazi soldier hitler enact aktion  program euthan peopl disabl,2022,13,"['war', 'drama']",['US'],6.5
1013,Larva Pendant,silli shortfilm sequel larva island larva island movi follow fart friend red yellow bumbl misadventur citi,2022,33,"['comedy', 'family', 'animation']",[],
1014,Trese After Dark,star creator gather discuss trese filipino folklor inspir comic begin journey anim seri,2021,36,['documentation'],['PH'],
1015,Kurup,film base infam charli murder case indian state kerala main culprit sukumara kurup run decad still caught stori revolv around perspect sukumara kurup polic offic investig case,2021,155,"['thriller', 'crime']",['IN'],7.1
1016,Thimmarusu: Assignment Vali,cab driver found dead young pub employe frame murder sent jail  year come parol young lawyer take case prove innoc,2021,127,"['crime', 'thriller', 'drama']",['IN'],7.2
1017,Headspace Unwind you Mind,want relax medit sleep deepli person experi accord mood mindset headspac interact special,2021,15,"['animation', 'documentation']",['US'],7.2
1018,Just Short of Perfect,divorc lawyer fall charismat cardiologist differ size lead famili friction readi listen heart,2021,94,"['comedy', 'romance']",['BR'],5.3
1019,Wild Dog,wild dog aka vijay varma nia agent who brought back field desk job handl terror case despit person motiv move heaven earth ensur justic serv sake countri,2021,145,"['thriller', 'crime', 'action']",['IN'],6.1
1020,What Would Sophia Loren Do?,nanci vincenza kulik italianamerican grandmoth fort lee new jersey experienc mani challeng triumph alway meet life journey love resili joy inspir part anoth italian grandmoth movi star sophia loren,2021,33,['documentation'],['US'],
1021,One Second,stori follow young man get know girl caus mani problem hes expos accid life take drastic turn,2021,88,"['comedy', 'romance']",['EG'],4.7
1022,1000 Miles from Christmas,christma tale romant comedi stori man  learn reluct get carri away christma spirit,2021,102,"['comedy', 'romance', 'fantasy', 'family']",['ES'],5.7
1023,Annaatthe,kaaliyan villag presid madurai district fond call annaatth niec compet marri fall love anoth woman visit villag kaaliyan sister get marri shift kolkata face unknown threat soon brother come aid,2021,163,"['drama', 'action', 'comedy']",['IN'],4.0
1024,Michael Che: Shame the Devil,michael che return stage oakland tackl american patriot black leadership jealous exe loos bear mental health,2021,58,['comedy'],[],6.4
1025,Pagglait,widow soon marriag young woman grappl inabl griev quirki relat startl discoveri late husband,2021,114,"['comedy', 'drama']",['IN'],6.9
1026,In Good Hands,diagnos termin ill singl mother encount suav bachelor grappl futur headstrong sixyearold,2022,104,"['drama', 'comedy', 'romance', 'family']",['TR'],5.6
1027,In Our Mothers' Gardens,mother garden celebr strength resili black women black famili complex often time humor relationship mother daughter,2021,84,['documentation'],['US'],8.6
1028,Hostage House,realtor daughter taken hostag arm robber,2021,90,['thriller'],['US'],3.9
